C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,17:25:35,0000000307961623,P5MIN,0000000307961620
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 17:30:00","2019/05/16 17:30:00",0,-300523531.6510,0,0,0,0,0,0,,,,,0,0,0,0,"2019/05/16 17:25:25"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 17:30:00",GORDON,"2019/05/16 17:50:00",-13.62,2,"2019/05/16 17:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 17:30:00",GORDON,"2019/05/16 17:55:00",-21.93,2,"2019/05/16 17:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 17:30:00",GORDON,"2019/05/16 18:00:00",-33.28,2,"2019/05/16 17:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 17:30:00",GORDON,"2019/05/16 18:05:00",-12.77,2,"2019/05/16 17:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 17:30:00",GORDON,"2019/05/16 18:10:00",-12.77,2,"2019/05/16 17:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 17:30:00",GORDON,"2019/05/16 18:15:00",-12.61,2,"2019/05/16 17:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 17:30:00",GORDON,"2019/05/16 18:20:00",-12.45,2,"2019/05/16 17:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 17:30:00",GORDON,"2019/05/16 18:25:00",-12.08,2,"2019/05/16 17:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 17:30:00",LI_WY_CA,"2019/05/16 17:50:00",-13.62,2,"2019/05/16 17:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 17:30:00",LI_WY_CA,"2019/05/16 17:55:00",-21.93,2,"2019/05/16 17:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 17:30:00",LI_WY_CA,"2019/05/16 18:00:00",-33.28,2,"2019/05/16 17:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 17:30:00",LI_WY_CA,"2019/05/16 18:05:00",-12.77,2,"2019/05/16 17:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 17:30:00",LI_WY_CA,"2019/05/16 18:10:00",-12.77,2,"2019/05/16 17:25:25"
