C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,01:35:35,0000000307934367,P5MIN,0000000307934364
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 01:40:00","2019/05/16 01:40:00",0,5418488282.7810,0,0,0,0,0,532,,,,,0,0,0,0,"2019/05/16 01:35:24"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 01:40:00",BROKENH1,"2019/05/16 01:40:00",13.86,2,"2019/05/16 01:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 01:40:00",BROKENH1,"2019/05/16 01:45:00",2.81,2,"2019/05/16 01:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 01:40:00",GORDON,"2019/05/16 01:40:00",9.2,2,"2019/05/16 01:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 01:40:00",GORDON,"2019/05/16 01:45:00",20.41,2,"2019/05/16 01:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 01:40:00",GORDON,"2019/05/16 01:50:00",22.94,2,"2019/05/16 01:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 01:40:00",GORDON,"2019/05/16 01:55:00",22.85,2,"2019/05/16 01:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 01:40:00",GORDON,"2019/05/16 02:00:00",29.99,2,"2019/05/16 01:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 01:40:00",GORDON,"2019/05/16 02:05:00",39.35,2,"2019/05/16 01:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 01:40:00",GORDON,"2019/05/16 02:10:00",40.29,2,"2019/05/16 01:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 01:40:00",GORDON,"2019/05/16 02:15:00",40.61,2,"2019/05/16 01:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 01:40:00",GORDON,"2019/05/16 02:20:00",40.76,2,"2019/05/16 01:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 01:40:00",GORDON,"2019/05/16 02:25:00",41.13,2,"2019/05/16 01:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 01:40:00",GORDON,"2019/05/16 02:30:00",41.14,2,"2019/05/16 01:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 01:40:00",GORDON,"2019/05/16 02:35:00",35.32,2,"2019/05/16 01:35:24"
