C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,16:15:37,0000000307959677,P5MIN,0000000307959674
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 16:20:00","2019/05/16 16:20:00",0,-293031359.7330,0,0,0,0,0,0,,,,,0,0,0,0,"2019/05/16 16:15:26"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:20:00",GORDON,"2019/05/16 16:20:00",7,2,"2019/05/16 16:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:20:00",GORDON,"2019/05/16 16:25:00",3.5,2,"2019/05/16 16:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:20:00",GORDON,"2019/05/16 16:30:00",0.15,2,"2019/05/16 16:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:20:00",GORDON,"2019/05/16 16:35:00",9.8,2,"2019/05/16 16:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:20:00",GORDON,"2019/05/16 16:40:00",9.12,2,"2019/05/16 16:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:20:00",GORDON,"2019/05/16 16:45:00",5.08,2,"2019/05/16 16:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:20:00",GORDON,"2019/05/16 16:50:00",2.71,2,"2019/05/16 16:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:20:00",GORDON,"2019/05/16 16:55:00",0.02,2,"2019/05/16 16:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:20:00",GORDON,"2019/05/16 17:05:00",0.02,2,"2019/05/16 16:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:20:00",LI_WY_CA,"2019/05/16 16:20:00",7,2,"2019/05/16 16:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:20:00",LI_WY_CA,"2019/05/16 16:25:00",3.5,2,"2019/05/16 16:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:20:00",LI_WY_CA,"2019/05/16 16:30:00",0.15,2,"2019/05/16 16:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:20:00",LI_WY_CA,"2019/05/16 16:35:00",9.8,2,"2019/05/16 16:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:20:00",LI_WY_CA,"2019/05/16 16:40:00",9.12,2,"2019/05/16 16:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:20:00",LI_WY_CA,"2019/05/16 16:45:00",5.08,2,"2019/05/16 16:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:20:00",LI_WY_CA,"2019/05/16 16:50:00",2.71,2,"2019/05/16 16:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:20:00",LI_WY_CA,"2019/05/16 16:55:00",0.02,2,"2019/05/16 16:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:20:00",LI_WY_CA,"2019/05/16 17:05:00",0.02,2,"2019/05/16 16:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:20:00",LK_ECHO,"2019/05/16 16:20:00",7,2,"2019/05/16 16:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:20:00",LK_ECHO,"2019/05/16 16:25:00",3.5,2,"2019/05/16 16:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:20:00",LK_ECHO,"2019/05/16 16:30:00",0.15,2,"2019/05/16 16:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:20:00",LK_ECHO,"2019/05/16 16:35:00",9.8,2,"2019/05/16 16:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:20:00",LK_ECHO,"2019/05/16 16:40:00",9.12,2,"2019/05/16 16:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:20:00",LK_ECHO,"2019/05/16 16:45:00",5.08,2,"2019/05/16 16:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:20:00",LK_ECHO,"2019/05/16 16:50:00",2.71,2,"2019/05/16 16:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:20:00",LK_ECHO,"2019/05/16 16:55:00",0.02,2,"2019/05/16 16:15:26"
