C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,15:55:35,0000000307959057,P5MIN,0000000307959054
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 16:00:00","2019/05/16 16:00:00",0,-296969920.15,0,0,0,0,0,0,,,,,0,0,0,0,"2019/05/16 15:55:24"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",GORDON,"2019/05/16 16:00:00",10.69,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",GORDON,"2019/05/16 16:05:00",17.65,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",GORDON,"2019/05/16 16:10:00",17.65,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",GORDON,"2019/05/16 16:15:00",17.65,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",GORDON,"2019/05/16 16:20:00",17.44,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",GORDON,"2019/05/16 16:25:00",17.44,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",GORDON,"2019/05/16 16:30:00",17.27,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",GORDON,"2019/05/16 16:35:00",17.71,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",GORDON,"2019/05/16 16:40:00",3.17,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",GORDON,"2019/05/16 16:45:00",1.67,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",GORDON,"2019/05/16 16:50:00",0.12,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",LI_WY_CA,"2019/05/16 16:00:00",10.69,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",LI_WY_CA,"2019/05/16 16:05:00",17.65,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",LI_WY_CA,"2019/05/16 16:10:00",17.65,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",LI_WY_CA,"2019/05/16 16:15:00",17.65,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",LI_WY_CA,"2019/05/16 16:20:00",17.44,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",LI_WY_CA,"2019/05/16 16:25:00",17.44,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",LI_WY_CA,"2019/05/16 16:30:00",17.27,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",LI_WY_CA,"2019/05/16 16:35:00",17.71,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",LI_WY_CA,"2019/05/16 16:40:00",3.17,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",LI_WY_CA,"2019/05/16 16:45:00",1.67,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",LI_WY_CA,"2019/05/16 16:50:00",0.12,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",LK_ECHO,"2019/05/16 16:00:00",10.69,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",LK_ECHO,"2019/05/16 16:05:00",17.65,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",LK_ECHO,"2019/05/16 16:10:00",17.65,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",LK_ECHO,"2019/05/16 16:15:00",17.65,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",LK_ECHO,"2019/05/16 16:20:00",17.44,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",LK_ECHO,"2019/05/16 16:25:00",17.44,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",LK_ECHO,"2019/05/16 16:30:00",17.27,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",LK_ECHO,"2019/05/16 16:35:00",17.71,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",LK_ECHO,"2019/05/16 16:40:00",3.17,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",LK_ECHO,"2019/05/16 16:45:00",1.67,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",LK_ECHO,"2019/05/16 16:50:00",0.12,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",MEADOWBK,"2019/05/16 16:00:00",10.69,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",MEADOWBK,"2019/05/16 16:05:00",17.65,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",MEADOWBK,"2019/05/16 16:10:00",17.65,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",MEADOWBK,"2019/05/16 16:15:00",17.65,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",MEADOWBK,"2019/05/16 16:20:00",17.44,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",MEADOWBK,"2019/05/16 16:25:00",17.44,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",MEADOWBK,"2019/05/16 16:30:00",17.27,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",MEADOWBK,"2019/05/16 16:35:00",17.71,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",MEADOWBK,"2019/05/16 16:40:00",3.17,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",MEADOWBK,"2019/05/16 16:45:00",1.67,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",MEADOWBK,"2019/05/16 16:50:00",0.12,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",TARRALEA,"2019/05/16 16:00:00",10.69,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",TARRALEA,"2019/05/16 16:05:00",17.65,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",TARRALEA,"2019/05/16 16:10:00",17.65,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",TARRALEA,"2019/05/16 16:15:00",17.65,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",TARRALEA,"2019/05/16 16:20:00",17.44,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",TARRALEA,"2019/05/16 16:25:00",17.44,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",TARRALEA,"2019/05/16 16:30:00",17.27,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",TARRALEA,"2019/05/16 16:35:00",17.71,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",TARRALEA,"2019/05/16 16:40:00",3.17,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",TARRALEA,"2019/05/16 16:45:00",1.67,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",TARRALEA,"2019/05/16 16:50:00",0.12,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",TUNGATIN,"2019/05/16 16:00:00",10.69,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",TUNGATIN,"2019/05/16 16:05:00",17.65,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",TUNGATIN,"2019/05/16 16:10:00",17.65,2,"2019/05/16 15:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:00:00",TUNGATIN,"2019/05/16 16:15:00",17.65,2,"2019/05/16 15:55:24"
