C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,08:20:36,0000000307945540,P5MIN,0000000307945537
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 08:25:00","2019/05/16 08:25:00",0,-314866666.7650,0,0,0,0,0,0,,,,,0,0,0,0,"2019/05/16 08:20:25"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",BLOWERNG,"2019/05/16 08:35:00",0.36,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",BLOWERNG,"2019/05/16 08:45:00",0.3,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",BOCORWF1,"2019/05/16 08:35:00",0.36,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",BOCORWF1,"2019/05/16 08:45:00",0.3,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",BROKENH1,"2019/05/16 08:35:00",4.3,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",BROKENH1,"2019/05/16 08:45:00",3.59,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",COLEASF1,"2019/05/16 08:35:00",0.36,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",COLEASF1,"2019/05/16 08:45:00",0.3,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",CROOKWF2,"2019/05/16 08:35:00",0.36,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",CROOKWF2,"2019/05/16 08:45:00",0.3,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",DARTM1,"2019/05/16 08:35:00",-1.55,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",DARTM1,"2019/05/16 08:45:00",-1.29,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",GULLRSF1,"2019/05/16 08:35:00",0.36,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",GULLRSF1,"2019/05/16 08:45:00",0.3,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",GULLRWF1,"2019/05/16 08:35:00",0.36,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",GULLRWF1,"2019/05/16 08:45:00",0.3,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",GUNNING1,"2019/05/16 08:35:00",0.36,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",GUNNING1,"2019/05/16 08:45:00",0.3,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",GUTHEGA,"2019/05/16 08:35:00",-2.28,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",GUTHEGA,"2019/05/16 08:45:00",-1.9,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",HUMENSW,"2019/05/16 08:35:00",3.78,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",HUMENSW,"2019/05/16 08:45:00",3.15,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",HUMEV,"2019/05/16 08:35:00",3.78,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",HUMEV,"2019/05/16 08:45:00",3.15,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",MCKAY1,"2019/05/16 08:35:00",-0.6,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",MCKAY1,"2019/05/16 08:45:00",-0.5,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",MURRAY,"2019/05/16 08:35:00",-2.05,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",MURRAY,"2019/05/16 08:45:00",-1.71,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",SAPHWF1,"2019/05/16 08:25:00",-20.54,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",SAPHWF1,"2019/05/16 08:30:00",-14.76,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",SAPHWF1,"2019/05/16 08:35:00",-22.98,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",SAPHWF1,"2019/05/16 08:40:00",-24.69,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",SAPHWF1,"2019/05/16 08:45:00",-21.3,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",SAPHWF1,"2019/05/16 08:50:00",-23.49,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",SAPHWF1,"2019/05/16 08:55:00",-23.53,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",SAPHWF1,"2019/05/16 09:00:00",-22.94,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",SAPHWF1,"2019/05/16 09:05:00",-71.86,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",SAPHWF1,"2019/05/16 09:10:00",-25.15,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",SAPHWF1,"2019/05/16 09:15:00",-15.31,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",SAPHWF1,"2019/05/16 09:20:00",-23.92,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",SNOWYP,"2019/05/16 08:35:00",-1.22,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",SNOWYP,"2019/05/16 08:45:00",-1.02,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",STWF1,"2019/05/16 08:35:00",4.3,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",STWF1,"2019/05/16 08:45:00",3.59,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",TARALGA1,"2019/05/16 08:35:00",0.36,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",TARALGA1,"2019/05/16 08:45:00",0.3,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",TUMUT3,"2019/05/16 08:35:00",1.22,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",TUMUT3,"2019/05/16 08:45:00",1.02,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",UPPTUMUT,"2019/05/16 08:35:00",1.96,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",UPPTUMUT,"2019/05/16 08:45:00",1.64,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",URANQ11,"2019/05/16 08:35:00",2.11,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",URANQ11,"2019/05/16 08:45:00",1.76,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",URANQ12,"2019/05/16 08:35:00",2.11,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",URANQ12,"2019/05/16 08:45:00",1.76,1,"2019/05/16 08:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 08:25:00",URANQ13,"2019/05/16 08:35:00",2.11,1,"2019/05/16 08:20:25"
