C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,17:50:35,0000000307962301,P5MIN,0000000307962298
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 17:55:00","2019/05/16 17:55:00",0,-302734385.9820,0,0,0,0,0,0,,,,,0,0,0,0,"2019/05/16 17:50:25"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 17:55:00",GORDON,"2019/05/16 17:55:00",-161.15,2,"2019/05/16 17:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 17:55:00",GORDON,"2019/05/16 18:00:00",-158.61,2,"2019/05/16 17:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 17:55:00",GORDON,"2019/05/16 18:05:00",-59.16,2,"2019/05/16 17:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 17:55:00",GORDON,"2019/05/16 18:10:00",-59.16,2,"2019/05/16 17:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 17:55:00",GORDON,"2019/05/16 18:15:00",-59.16,2,"2019/05/16 17:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 17:55:00",GORDON,"2019/05/16 18:20:00",-59.16,2,"2019/05/16 17:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 17:55:00",GORDON,"2019/05/16 18:25:00",-41.44,2,"2019/05/16 17:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 17:55:00",GORDON,"2019/05/16 18:30:00",-24.73,2,"2019/05/16 17:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 17:55:00",GORDON,"2019/05/16 18:35:00",-30.92,2,"2019/05/16 17:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 17:55:00",GORDON,"2019/05/16 18:40:00",-30.89,2,"2019/05/16 17:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 17:55:00",GORDON,"2019/05/16 18:45:00",-23.56,2,"2019/05/16 17:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 17:55:00",GORDON,"2019/05/16 18:50:00",-17.68,2,"2019/05/16 17:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 17:55:00",LI_WY_CA,"2019/05/16 17:55:00",-161.15,2,"2019/05/16 17:50:25"
