C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,12:35:36,0000000307953352,P5MIN,0000000307953349
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 12:40:00","2019/05/16 12:40:00",0,-310227849.1110,0,0,0,0,0,0,,,,,0,0,0,0,"2019/05/16 12:35:25"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:40:00",GORDON,"2019/05/16 12:40:00",26.46,2,"2019/05/16 12:35:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:40:00",GORDON,"2019/05/16 12:45:00",22.13,2,"2019/05/16 12:35:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:40:00",GORDON,"2019/05/16 12:50:00",23,2,"2019/05/16 12:35:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:40:00",GORDON,"2019/05/16 12:55:00",23,2,"2019/05/16 12:35:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:40:00",GORDON,"2019/05/16 13:00:00",23,2,"2019/05/16 12:35:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:40:00",GORDON,"2019/05/16 13:05:00",23.94,2,"2019/05/16 12:35:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:40:00",GORDON,"2019/05/16 13:10:00",23,2,"2019/05/16 12:35:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:40:00",GORDON,"2019/05/16 13:15:00",23,2,"2019/05/16 12:35:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:40:00",GORDON,"2019/05/16 13:20:00",22.29,2,"2019/05/16 12:35:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:40:00",GORDON,"2019/05/16 13:25:00",22.62,2,"2019/05/16 12:35:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:40:00",GORDON,"2019/05/16 13:30:00",24.09,2,"2019/05/16 12:35:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:40:00",GORDON,"2019/05/16 13:35:00",18.17,2,"2019/05/16 12:35:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:40:00",LI_WY_CA,"2019/05/16 12:40:00",26.46,2,"2019/05/16 12:35:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:40:00",LI_WY_CA,"2019/05/16 12:45:00",22.13,2,"2019/05/16 12:35:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:40:00",LI_WY_CA,"2019/05/16 12:50:00",23,2,"2019/05/16 12:35:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:40:00",LI_WY_CA,"2019/05/16 12:55:00",23,2,"2019/05/16 12:35:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:40:00",LI_WY_CA,"2019/05/16 13:00:00",23,2,"2019/05/16 12:35:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:40:00",LI_WY_CA,"2019/05/16 13:05:00",23.94,2,"2019/05/16 12:35:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:40:00",LI_WY_CA,"2019/05/16 13:10:00",23,2,"2019/05/16 12:35:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:40:00",LI_WY_CA,"2019/05/16 13:15:00",23,2,"2019/05/16 12:35:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:40:00",LI_WY_CA,"2019/05/16 13:20:00",22.29,2,"2019/05/16 12:35:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:40:00",LI_WY_CA,"2019/05/16 13:25:00",22.62,2,"2019/05/16 12:35:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:40:00",LI_WY_CA,"2019/05/16 13:30:00",24.09,2,"2019/05/16 12:35:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:40:00",LI_WY_CA,"2019/05/16 13:35:00",18.17,2,"2019/05/16 12:35:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:40:00",LK_ECHO,"2019/05/16 12:40:00",26.46,2,"2019/05/16 12:35:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:40:00",LK_ECHO,"2019/05/16 12:45:00",22.13,2,"2019/05/16 12:35:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:40:00",LK_ECHO,"2019/05/16 12:50:00",23,2,"2019/05/16 12:35:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:40:00",LK_ECHO,"2019/05/16 12:55:00",23,2,"2019/05/16 12:35:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:40:00",LK_ECHO,"2019/05/16 13:00:00",23,2,"2019/05/16 12:35:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:40:00",LK_ECHO,"2019/05/16 13:05:00",23.94,2,"2019/05/16 12:35:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:40:00",LK_ECHO,"2019/05/16 13:10:00",23,2,"2019/05/16 12:35:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:40:00",LK_ECHO,"2019/05/16 13:15:00",23,2,"2019/05/16 12:35:25"
