C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,13:45:36,0000000307955285,P5MIN,0000000307955282
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 13:50:00","2019/05/16 13:50:00",0,-300536044.2850,0,0,0,0,0,0,,,,,0,0,0,0,"2019/05/16 13:45:25"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",GORDON,"2019/05/16 13:50:00",25.99,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",GORDON,"2019/05/16 13:55:00",23.84,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",GORDON,"2019/05/16 14:00:00",24.37,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",GORDON,"2019/05/16 14:05:00",43.39,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",GORDON,"2019/05/16 14:10:00",44.83,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",GORDON,"2019/05/16 14:15:00",43.88,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",GORDON,"2019/05/16 14:20:00",43.88,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",GORDON,"2019/05/16 14:25:00",50.08,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",GORDON,"2019/05/16 14:30:00",56.14,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",GORDON,"2019/05/16 14:35:00",28.21,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",GORDON,"2019/05/16 14:40:00",35.97,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",GORDON,"2019/05/16 14:45:00",36.57,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",LI_WY_CA,"2019/05/16 13:50:00",25.99,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",LI_WY_CA,"2019/05/16 13:55:00",23.84,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",LI_WY_CA,"2019/05/16 14:00:00",24.37,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",LI_WY_CA,"2019/05/16 14:05:00",43.39,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",LI_WY_CA,"2019/05/16 14:10:00",44.83,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",LI_WY_CA,"2019/05/16 14:15:00",43.88,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",LI_WY_CA,"2019/05/16 14:20:00",43.88,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",LI_WY_CA,"2019/05/16 14:25:00",50.08,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",LI_WY_CA,"2019/05/16 14:30:00",56.14,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",LI_WY_CA,"2019/05/16 14:35:00",28.21,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",LI_WY_CA,"2019/05/16 14:40:00",35.97,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",LI_WY_CA,"2019/05/16 14:45:00",36.57,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",LK_ECHO,"2019/05/16 13:50:00",25.99,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",LK_ECHO,"2019/05/16 13:55:00",23.84,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",LK_ECHO,"2019/05/16 14:00:00",24.37,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",LK_ECHO,"2019/05/16 14:05:00",43.39,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",LK_ECHO,"2019/05/16 14:10:00",44.83,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",LK_ECHO,"2019/05/16 14:15:00",43.88,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",LK_ECHO,"2019/05/16 14:20:00",43.88,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",LK_ECHO,"2019/05/16 14:25:00",50.08,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",LK_ECHO,"2019/05/16 14:30:00",56.14,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",LK_ECHO,"2019/05/16 14:35:00",28.21,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",LK_ECHO,"2019/05/16 14:40:00",35.97,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",LK_ECHO,"2019/05/16 14:45:00",36.57,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",MEADOWBK,"2019/05/16 13:50:00",25.99,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",MEADOWBK,"2019/05/16 13:55:00",23.84,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",MEADOWBK,"2019/05/16 14:00:00",24.37,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",MEADOWBK,"2019/05/16 14:05:00",43.39,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",MEADOWBK,"2019/05/16 14:10:00",44.83,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",MEADOWBK,"2019/05/16 14:15:00",43.88,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",MEADOWBK,"2019/05/16 14:20:00",43.88,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",MEADOWBK,"2019/05/16 14:25:00",50.08,2,"2019/05/16 13:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:50:00",MEADOWBK,"2019/05/16 14:30:00",56.14,2,"2019/05/16 13:45:25"
