C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,03:20:36,0000000307936910,P5MIN,0000000307936907
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 03:25:00","2019/05/16 03:25:00",0,-313269644.7950,0,0,0,0,0,0,,,,,0,0,0,0,"2019/05/16 03:20:24"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",GORDON,"2019/05/16 03:25:00",20.15,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",GORDON,"2019/05/16 03:30:00",20.65,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",GORDON,"2019/05/16 03:35:00",20.27,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",GORDON,"2019/05/16 03:40:00",20.8,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",GORDON,"2019/05/16 03:45:00",20.67,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",GORDON,"2019/05/16 03:50:00",20.79,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",GORDON,"2019/05/16 03:55:00",20.56,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",GORDON,"2019/05/16 04:00:00",19.91,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",JBUTTERS,"2019/05/16 03:25:00",2.37,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",JBUTTERS,"2019/05/16 03:30:00",2.43,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",JBUTTERS,"2019/05/16 03:35:00",2.38,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",JBUTTERS,"2019/05/16 03:40:00",2.45,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",JBUTTERS,"2019/05/16 03:45:00",2.43,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",JBUTTERS,"2019/05/16 03:50:00",2.45,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",JBUTTERS,"2019/05/16 03:55:00",2.42,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",JBUTTERS,"2019/05/16 04:00:00",2.34,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",LI_WY_CA,"2019/05/16 03:25:00",11.85,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",LI_WY_CA,"2019/05/16 03:30:00",12.15,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",LI_WY_CA,"2019/05/16 03:35:00",11.92,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",LI_WY_CA,"2019/05/16 03:40:00",12.24,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",LI_WY_CA,"2019/05/16 03:45:00",12.16,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",LI_WY_CA,"2019/05/16 03:50:00",12.23,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",LI_WY_CA,"2019/05/16 03:55:00",12.1,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",LI_WY_CA,"2019/05/16 04:00:00",11.71,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",LK_ECHO,"2019/05/16 03:25:00",11.85,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",LK_ECHO,"2019/05/16 03:30:00",12.15,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",LK_ECHO,"2019/05/16 03:35:00",11.92,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",LK_ECHO,"2019/05/16 03:40:00",12.24,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",LK_ECHO,"2019/05/16 03:45:00",12.16,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",LK_ECHO,"2019/05/16 03:50:00",12.23,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",LK_ECHO,"2019/05/16 03:55:00",12.1,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",LK_ECHO,"2019/05/16 04:00:00",11.71,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",MEADOWBK,"2019/05/16 03:25:00",11.85,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",MEADOWBK,"2019/05/16 03:30:00",12.15,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",MEADOWBK,"2019/05/16 03:35:00",11.92,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",MEADOWBK,"2019/05/16 03:40:00",12.24,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",MEADOWBK,"2019/05/16 03:45:00",12.16,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",MEADOWBK,"2019/05/16 03:50:00",12.23,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",MEADOWBK,"2019/05/16 03:55:00",12.1,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",MEADOWBK,"2019/05/16 04:00:00",11.71,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",REECE1,"2019/05/16 03:25:00",2.37,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",REECE1,"2019/05/16 03:30:00",2.43,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",REECE1,"2019/05/16 03:35:00",2.38,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",REECE1,"2019/05/16 03:40:00",2.45,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",REECE1,"2019/05/16 03:45:00",2.43,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",REECE1,"2019/05/16 03:50:00",2.45,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",REECE1,"2019/05/16 03:55:00",2.42,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",REECE1,"2019/05/16 04:00:00",2.34,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",REECE2,"2019/05/16 03:25:00",2.37,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",REECE2,"2019/05/16 03:30:00",2.43,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",REECE2,"2019/05/16 03:35:00",2.38,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",REECE2,"2019/05/16 03:40:00",2.45,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",REECE2,"2019/05/16 03:45:00",2.43,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",REECE2,"2019/05/16 03:50:00",2.45,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",REECE2,"2019/05/16 03:55:00",2.42,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",REECE2,"2019/05/16 04:00:00",2.34,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",TARRALEA,"2019/05/16 03:25:00",11.85,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",TARRALEA,"2019/05/16 03:30:00",12.15,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",TARRALEA,"2019/05/16 03:35:00",11.92,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",TARRALEA,"2019/05/16 03:40:00",12.24,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",TARRALEA,"2019/05/16 03:45:00",12.16,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",TARRALEA,"2019/05/16 03:50:00",12.23,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",TARRALEA,"2019/05/16 03:55:00",12.1,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",TARRALEA,"2019/05/16 04:00:00",11.71,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",TUNGATIN,"2019/05/16 03:25:00",11.85,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",TUNGATIN,"2019/05/16 03:30:00",12.15,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",TUNGATIN,"2019/05/16 03:35:00",11.92,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",TUNGATIN,"2019/05/16 03:40:00",12.24,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",TUNGATIN,"2019/05/16 03:45:00",12.16,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",TUNGATIN,"2019/05/16 03:50:00",12.23,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",TUNGATIN,"2019/05/16 03:55:00",12.1,2,"2019/05/16 03:20:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:25:00",TUNGATIN,"2019/05/16 04:00:00",11.71,2,"2019/05/16 03:20:24"
