C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,14:30:36,0000000307956527,P5MIN,0000000307956524
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 14:35:00","2019/05/16 14:35:00",0,11375381347.9530,0,0,0,0,0,1086.85,,,,,0,0,0,0,"2019/05/16 14:30:26"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 14:35:00",GORDON,"2019/05/16 14:35:00",25.6,2,"2019/05/16 14:30:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 14:35:00",GORDON,"2019/05/16 14:40:00",20,2,"2019/05/16 14:30:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 14:35:00",GORDON,"2019/05/16 14:45:00",21.63,2,"2019/05/16 14:30:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 14:35:00",GORDON,"2019/05/16 14:50:00",21.63,2,"2019/05/16 14:30:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 14:35:00",GORDON,"2019/05/16 14:55:00",27.75,2,"2019/05/16 14:30:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 14:35:00",GORDON,"2019/05/16 15:00:00",28.98,2,"2019/05/16 14:30:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 14:35:00",GORDON,"2019/05/16 15:05:00",44.38,2,"2019/05/16 14:30:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 14:35:00",GORDON,"2019/05/16 15:10:00",49.83,2,"2019/05/16 14:30:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 14:35:00",GORDON,"2019/05/16 15:15:00",54.74,2,"2019/05/16 14:30:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 14:35:00",GORDON,"2019/05/16 15:20:00",56.81,2,"2019/05/16 14:30:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 14:35:00",GORDON,"2019/05/16 15:25:00",64.08,2,"2019/05/16 14:30:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 14:35:00",GORDON,"2019/05/16 15:30:00",61.89,2,"2019/05/16 14:30:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 14:35:00",LI_WY_CA,"2019/05/16 14:35:00",25.6,2,"2019/05/16 14:30:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 14:35:00",LI_WY_CA,"2019/05/16 14:40:00",20,2,"2019/05/16 14:30:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 14:35:00",LI_WY_CA,"2019/05/16 14:45:00",21.63,2,"2019/05/16 14:30:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 14:35:00",LI_WY_CA,"2019/05/16 14:50:00",21.63,2,"2019/05/16 14:30:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 14:35:00",LI_WY_CA,"2019/05/16 14:55:00",27.75,2,"2019/05/16 14:30:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 14:35:00",LI_WY_CA,"2019/05/16 15:00:00",28.98,2,"2019/05/16 14:30:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 14:35:00",LI_WY_CA,"2019/05/16 15:05:00",44.38,2,"2019/05/16 14:30:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 14:35:00",LI_WY_CA,"2019/05/16 15:10:00",49.83,2,"2019/05/16 14:30:26"
