C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,05:45:36,0000000307940684,P5MIN,0000000307940681
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 05:50:00","2019/05/16 05:50:00",0,914535878.4590,0,0,0,159.488,0,20,,,,,0,0,0,0,"2019/05/16 05:45:25"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",BLOWERNG,"2019/05/16 05:50:00",1,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",BLOWERNG,"2019/05/16 05:55:00",0.58,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",BLOWERNG,"2019/05/16 06:00:00",0.3,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",BLOWERNG,"2019/05/16 06:05:00",0.74,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",BLOWERNG,"2019/05/16 06:10:00",0.22,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",BOCORWF1,"2019/05/16 05:50:00",1,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",BOCORWF1,"2019/05/16 05:55:00",0.58,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",BOCORWF1,"2019/05/16 06:00:00",0.3,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",BOCORWF1,"2019/05/16 06:05:00",0.74,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",BOCORWF1,"2019/05/16 06:10:00",0.22,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",BROKENH1,"2019/05/16 05:50:00",11.97,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",BROKENH1,"2019/05/16 05:55:00",6.9,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",BROKENH1,"2019/05/16 06:00:00",3.61,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",BROKENH1,"2019/05/16 06:05:00",8.89,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",BROKENH1,"2019/05/16 06:10:00",2.63,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",COLEASF1,"2019/05/16 05:50:00",1,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",COLEASF1,"2019/05/16 05:55:00",0.58,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",COLEASF1,"2019/05/16 06:00:00",0.3,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",COLEASF1,"2019/05/16 06:05:00",0.74,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",COLEASF1,"2019/05/16 06:10:00",0.22,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",CROOKWF2,"2019/05/16 05:50:00",1,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",CROOKWF2,"2019/05/16 05:55:00",0.58,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",CROOKWF2,"2019/05/16 06:00:00",0.3,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",CROOKWF2,"2019/05/16 06:05:00",0.74,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",CROOKWF2,"2019/05/16 06:10:00",0.22,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",DARTM1,"2019/05/16 05:50:00",-4.32,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",DARTM1,"2019/05/16 05:55:00",-2.49,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",DARTM1,"2019/05/16 06:00:00",-1.3,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",DARTM1,"2019/05/16 06:05:00",-3.21,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",DARTM1,"2019/05/16 06:10:00",-0.95,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",GORDON,"2019/05/16 05:50:00",13.4,2,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",GORDON,"2019/05/16 05:55:00",11.94,2,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",GORDON,"2019/05/16 06:00:00",11.94,2,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",GORDON,"2019/05/16 06:05:00",17.71,2,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",GORDON,"2019/05/16 06:10:00",17.71,2,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",GORDON,"2019/05/16 06:15:00",17.71,2,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",GORDON,"2019/05/16 06:20:00",15.16,2,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",GORDON,"2019/05/16 06:25:00",6.52,2,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",GORDON,"2019/05/16 06:30:00",6.52,2,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",GORDON,"2019/05/16 06:35:00",17.71,2,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",GORDON,"2019/05/16 06:40:00",17.71,2,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",GORDON,"2019/05/16 06:45:00",9.33,2,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",GULLRSF1,"2019/05/16 05:50:00",1,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",GULLRSF1,"2019/05/16 05:55:00",0.58,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",GULLRSF1,"2019/05/16 06:00:00",0.3,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",GULLRSF1,"2019/05/16 06:05:00",0.74,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",GULLRSF1,"2019/05/16 06:10:00",0.22,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",GULLRWF1,"2019/05/16 05:50:00",1,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",GULLRWF1,"2019/05/16 05:55:00",0.58,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",GULLRWF1,"2019/05/16 06:00:00",0.3,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",GULLRWF1,"2019/05/16 06:05:00",0.74,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",GULLRWF1,"2019/05/16 06:10:00",0.22,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",GUNNING1,"2019/05/16 05:50:00",1,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",GUNNING1,"2019/05/16 05:55:00",0.58,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",GUNNING1,"2019/05/16 06:00:00",0.3,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",GUNNING1,"2019/05/16 06:05:00",0.74,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",GUNNING1,"2019/05/16 06:10:00",0.22,1,"2019/05/16 05:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:50:00",GUTHEGA,"2019/05/16 05:50:00",-6.35,1,"2019/05/16 05:45:25"
