C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,18:40:35,0000000307963949,P5MIN,0000000307963946
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 18:45:00","2019/05/16 18:45:00",0,-285811301.6080,0,0,0,0,0,0,,,,,0,0,0,0,"2019/05/16 18:40:25"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 18:45:00",GORDON,"2019/05/16 18:50:00",-0.65,2,"2019/05/16 18:40:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 18:45:00",GORDON,"2019/05/16 18:55:00",-0.25,2,"2019/05/16 18:40:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 18:45:00",GORDON,"2019/05/16 19:00:00",-0.25,2,"2019/05/16 18:40:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 18:45:00",GORDON,"2019/05/16 19:05:00",-17.68,2,"2019/05/16 18:40:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 18:45:00",GORDON,"2019/05/16 19:10:00",-13.09,2,"2019/05/16 18:40:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 18:45:00",GORDON,"2019/05/16 19:15:00",-13.09,2,"2019/05/16 18:40:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 18:45:00",GORDON,"2019/05/16 19:20:00",-13.09,2,"2019/05/16 18:40:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 18:45:00",GORDON,"2019/05/16 19:25:00",-12.23,2,"2019/05/16 18:40:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 18:45:00",GORDON,"2019/05/16 19:30:00",-9.04,2,"2019/05/16 18:40:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 18:45:00",GORDON,"2019/05/16 19:35:00",-13.09,2,"2019/05/16 18:40:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 18:45:00",GORDON,"2019/05/16 19:40:00",-12.85,2,"2019/05/16 18:40:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 18:45:00",LI_WY_CA,"2019/05/16 18:50:00",-0.65,2,"2019/05/16 18:40:25"
