C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,13:35:35,0000000307955020,P5MIN,0000000307955017
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 13:40:00","2019/05/16 13:40:00",0,-300948905.0180,0,0,0,0,0,0,,,,,0,0,0,0,"2019/05/16 13:35:24"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",GORDON,"2019/05/16 13:40:00",294.97,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",GORDON,"2019/05/16 13:45:00",266.8,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",GORDON,"2019/05/16 13:50:00",266.8,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",GORDON,"2019/05/16 13:55:00",266.67,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",GORDON,"2019/05/16 14:00:00",266.67,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",GORDON,"2019/05/16 14:05:00",266.67,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",GORDON,"2019/05/16 14:10:00",266.67,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",GORDON,"2019/05/16 14:15:00",266.8,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",GORDON,"2019/05/16 14:20:00",266.8,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",GORDON,"2019/05/16 14:25:00",266.8,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",GORDON,"2019/05/16 14:30:00",266.8,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",GORDON,"2019/05/16 14:35:00",37.81,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",LI_WY_CA,"2019/05/16 13:40:00",294.97,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",LI_WY_CA,"2019/05/16 13:45:00",266.8,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",LI_WY_CA,"2019/05/16 13:50:00",266.8,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",LI_WY_CA,"2019/05/16 13:55:00",266.67,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",LI_WY_CA,"2019/05/16 14:00:00",266.67,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",LI_WY_CA,"2019/05/16 14:05:00",266.67,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",LI_WY_CA,"2019/05/16 14:10:00",266.67,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",LI_WY_CA,"2019/05/16 14:15:00",266.8,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",LI_WY_CA,"2019/05/16 14:20:00",266.8,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",LI_WY_CA,"2019/05/16 14:25:00",266.8,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",LI_WY_CA,"2019/05/16 14:30:00",266.8,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",LI_WY_CA,"2019/05/16 14:35:00",37.81,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",LK_ECHO,"2019/05/16 13:40:00",294.97,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",LK_ECHO,"2019/05/16 13:45:00",266.8,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",LK_ECHO,"2019/05/16 13:50:00",266.8,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",LK_ECHO,"2019/05/16 13:55:00",266.67,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",LK_ECHO,"2019/05/16 14:00:00",266.67,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",LK_ECHO,"2019/05/16 14:05:00",266.67,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",LK_ECHO,"2019/05/16 14:10:00",266.67,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",LK_ECHO,"2019/05/16 14:15:00",266.8,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",LK_ECHO,"2019/05/16 14:20:00",266.8,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",LK_ECHO,"2019/05/16 14:25:00",266.8,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",LK_ECHO,"2019/05/16 14:30:00",266.8,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",LK_ECHO,"2019/05/16 14:35:00",37.81,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",MEADOWBK,"2019/05/16 13:40:00",294.97,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",MEADOWBK,"2019/05/16 13:45:00",266.8,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",MEADOWBK,"2019/05/16 13:50:00",266.8,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",MEADOWBK,"2019/05/16 13:55:00",266.67,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",MEADOWBK,"2019/05/16 14:00:00",266.67,2,"2019/05/16 13:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 13:40:00",MEADOWBK,"2019/05/16 14:05:00",266.67,2,"2019/05/16 13:35:24"
