C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,12:25:35,0000000307953052,P5MIN,0000000307953049
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 12:30:00","2019/05/16 12:30:00",0,-311033000.5540,0,0,0,0,0,0,,,,,0,0,0,0,"2019/05/16 12:25:24"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:30:00",GORDON,"2019/05/16 12:30:00",30.11,2,"2019/05/16 12:25:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:30:00",GORDON,"2019/05/16 12:35:00",117.12,2,"2019/05/16 12:25:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:30:00",GORDON,"2019/05/16 12:40:00",260.29,2,"2019/05/16 12:25:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:30:00",GORDON,"2019/05/16 12:45:00",259.18,2,"2019/05/16 12:25:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:30:00",GORDON,"2019/05/16 12:50:00",259.01,2,"2019/05/16 12:25:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:30:00",GORDON,"2019/05/16 12:55:00",259.01,2,"2019/05/16 12:25:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:30:00",GORDON,"2019/05/16 13:00:00",259.01,2,"2019/05/16 12:25:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:30:00",GORDON,"2019/05/16 13:05:00",279.84,2,"2019/05/16 12:25:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:30:00",GORDON,"2019/05/16 13:10:00",281.34,2,"2019/05/16 12:25:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:30:00",GORDON,"2019/05/16 13:15:00",281.55,2,"2019/05/16 12:25:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:30:00",GORDON,"2019/05/16 13:20:00",330.68,2,"2019/05/16 12:25:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:30:00",GORDON,"2019/05/16 13:25:00",336.22,2,"2019/05/16 12:25:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:30:00",LI_WY_CA,"2019/05/16 12:30:00",30.11,2,"2019/05/16 12:25:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:30:00",LI_WY_CA,"2019/05/16 12:35:00",117.12,2,"2019/05/16 12:25:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:30:00",LI_WY_CA,"2019/05/16 12:40:00",260.29,2,"2019/05/16 12:25:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:30:00",LI_WY_CA,"2019/05/16 12:45:00",259.18,2,"2019/05/16 12:25:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:30:00",LI_WY_CA,"2019/05/16 12:50:00",259.01,2,"2019/05/16 12:25:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:30:00",LI_WY_CA,"2019/05/16 12:55:00",259.01,2,"2019/05/16 12:25:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:30:00",LI_WY_CA,"2019/05/16 13:00:00",259.01,2,"2019/05/16 12:25:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:30:00",LI_WY_CA,"2019/05/16 13:05:00",279.84,2,"2019/05/16 12:25:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:30:00",LI_WY_CA,"2019/05/16 13:10:00",281.34,2,"2019/05/16 12:25:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:30:00",LI_WY_CA,"2019/05/16 13:15:00",281.55,2,"2019/05/16 12:25:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:30:00",LI_WY_CA,"2019/05/16 13:20:00",330.68,2,"2019/05/16 12:25:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:30:00",LI_WY_CA,"2019/05/16 13:25:00",336.22,2,"2019/05/16 12:25:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:30:00",LK_ECHO,"2019/05/16 12:30:00",30.11,2,"2019/05/16 12:25:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:30:00",LK_ECHO,"2019/05/16 12:35:00",117.12,2,"2019/05/16 12:25:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:30:00",LK_ECHO,"2019/05/16 12:40:00",260.29,2,"2019/05/16 12:25:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:30:00",LK_ECHO,"2019/05/16 12:45:00",259.18,2,"2019/05/16 12:25:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:30:00",LK_ECHO,"2019/05/16 12:50:00",259.01,2,"2019/05/16 12:25:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 12:30:00",LK_ECHO,"2019/05/16 12:55:00",259.01,2,"2019/05/16 12:25:24"
