C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,16:50:35,0000000307960624,P5MIN,0000000307960621
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 16:55:00","2019/05/16 16:55:00",0,-293747843.3790,0,0,0,0,0,0,,,,,0,0,0,0,"2019/05/16 16:50:25"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",GORDON,"2019/05/16 17:05:00",-13.17,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",GORDON,"2019/05/16 17:10:00",-15.32,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",GORDON,"2019/05/16 17:15:00",-15.96,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",GORDON,"2019/05/16 17:20:00",-17.66,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",GORDON,"2019/05/16 17:25:00",-18.02,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",GORDON,"2019/05/16 17:30:00",-30.84,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",GORDON,"2019/05/16 17:35:00",-19.08,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",GORDON,"2019/05/16 17:40:00",-27.45,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",GORDON,"2019/05/16 17:45:00",-30.94,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",GORDON,"2019/05/16 17:50:00",-58.8,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",LI_WY_CA,"2019/05/16 17:05:00",-13.17,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",LI_WY_CA,"2019/05/16 17:10:00",-15.32,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",LI_WY_CA,"2019/05/16 17:15:00",-15.96,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",LI_WY_CA,"2019/05/16 17:20:00",-17.66,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",LI_WY_CA,"2019/05/16 17:25:00",-18.02,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",LI_WY_CA,"2019/05/16 17:30:00",-30.84,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",LI_WY_CA,"2019/05/16 17:35:00",-19.08,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",LI_WY_CA,"2019/05/16 17:40:00",-27.45,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",LI_WY_CA,"2019/05/16 17:45:00",-30.94,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",LI_WY_CA,"2019/05/16 17:50:00",-58.8,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",LK_ECHO,"2019/05/16 17:05:00",-13.17,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",LK_ECHO,"2019/05/16 17:10:00",-15.32,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",LK_ECHO,"2019/05/16 17:15:00",-15.96,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",LK_ECHO,"2019/05/16 17:20:00",-17.66,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",LK_ECHO,"2019/05/16 17:25:00",-18.02,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",LK_ECHO,"2019/05/16 17:30:00",-30.84,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",LK_ECHO,"2019/05/16 17:35:00",-19.08,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",LK_ECHO,"2019/05/16 17:40:00",-27.45,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",LK_ECHO,"2019/05/16 17:45:00",-30.94,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",LK_ECHO,"2019/05/16 17:50:00",-58.8,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",MEADOWBK,"2019/05/16 17:05:00",-13.17,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",MEADOWBK,"2019/05/16 17:10:00",-15.32,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",MEADOWBK,"2019/05/16 17:15:00",-15.96,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",MEADOWBK,"2019/05/16 17:20:00",-17.66,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",MEADOWBK,"2019/05/16 17:25:00",-18.02,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",MEADOWBK,"2019/05/16 17:30:00",-30.84,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",MEADOWBK,"2019/05/16 17:35:00",-19.08,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",MEADOWBK,"2019/05/16 17:40:00",-27.45,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",MEADOWBK,"2019/05/16 17:45:00",-30.94,2,"2019/05/16 16:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 16:55:00",MEADOWBK,"2019/05/16 17:50:00",-58.8,2,"2019/05/16 16:50:25"
