C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,20:50:35,0000000307967682,P5MIN,0000000307967679
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 20:55:00","2019/05/16 20:55:00",0,10645219464.6790,0,0,0,0,0,1019.56,,,,,0,0,0,0,"2019/05/16 20:50:25"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:55:00",GORDON,"2019/05/16 20:55:00",0.02,2,"2019/05/16 20:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:55:00",GORDON,"2019/05/16 21:00:00",0.02,2,"2019/05/16 20:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:55:00",GORDON,"2019/05/16 21:05:00",0.02,2,"2019/05/16 20:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:55:00",GORDON,"2019/05/16 21:10:00",0.02,2,"2019/05/16 20:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:55:00",GORDON,"2019/05/16 21:15:00",0.02,2,"2019/05/16 20:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:55:00",GORDON,"2019/05/16 21:20:00",0.02,2,"2019/05/16 20:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:55:00",GORDON,"2019/05/16 21:25:00",0.02,2,"2019/05/16 20:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:55:00",GORDON,"2019/05/16 21:30:00",0.02,2,"2019/05/16 20:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:55:00",GORDON,"2019/05/16 21:35:00",0.17,2,"2019/05/16 20:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:55:00",GORDON,"2019/05/16 21:40:00",0.17,2,"2019/05/16 20:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:55:00",GORDON,"2019/05/16 21:45:00",0.39,2,"2019/05/16 20:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:55:00",GORDON,"2019/05/16 21:50:00",0.17,2,"2019/05/16 20:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:55:00",LI_WY_CA,"2019/05/16 20:55:00",0.02,2,"2019/05/16 20:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:55:00",LI_WY_CA,"2019/05/16 21:00:00",0.02,2,"2019/05/16 20:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:55:00",LI_WY_CA,"2019/05/16 21:05:00",0.02,2,"2019/05/16 20:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:55:00",LI_WY_CA,"2019/05/16 21:10:00",0.02,2,"2019/05/16 20:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:55:00",LI_WY_CA,"2019/05/16 21:15:00",0.02,2,"2019/05/16 20:50:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 20:55:00",LI_WY_CA,"2019/05/16 21:20:00",0.02,2,"2019/05/16 20:50:25"
