C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,00:20:35,0000000307932536,P5MIN,0000000307932533
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 00:25:00","2019/05/16 00:25:00",0,-215105277.1310,0,0,0,0,0,7.92,,,,,0,0,0,0,"2019/05/16 00:20:25"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",BROKENH1,"2019/05/16 00:25:00",4.92,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",BROKENH1,"2019/05/16 00:30:00",8.15,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",BROKENH1,"2019/05/16 00:35:00",38.35,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",BROKENH1,"2019/05/16 00:40:00",26.51,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",BROKENH1,"2019/05/16 00:45:00",16.28,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",BROKENH1,"2019/05/16 00:50:00",16.53,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",BROKENH1,"2019/05/16 00:55:00",29.67,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",BROKENH1,"2019/05/16 01:00:00",13.06,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",BROKENH1,"2019/05/16 01:05:00",34.87,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",BROKENH1,"2019/05/16 01:10:00",16.28,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",BROKENH1,"2019/05/16 01:15:00",16.28,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",BROKENH1,"2019/05/16 01:20:00",16.28,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",GORDON,"2019/05/16 00:25:00",34.89,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",GORDON,"2019/05/16 00:30:00",35.05,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",GORDON,"2019/05/16 00:40:00",16.76,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",GORDON,"2019/05/16 00:45:00",24.07,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",GORDON,"2019/05/16 00:50:00",24.59,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",GORDON,"2019/05/16 00:55:00",17.61,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",GORDON,"2019/05/16 01:00:00",31.27,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",GORDON,"2019/05/16 01:10:00",18.58,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",GORDON,"2019/05/16 01:15:00",18.57,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",GORDON,"2019/05/16 01:20:00",19.04,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",HUMEV,"2019/05/16 00:25:00",15.4,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",HUMEV,"2019/05/16 00:30:00",25.49,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",HUMEV,"2019/05/16 00:35:00",120,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",HUMEV,"2019/05/16 00:40:00",82.95,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",HUMEV,"2019/05/16 00:45:00",50.94,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",HUMEV,"2019/05/16 00:50:00",51.73,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",HUMEV,"2019/05/16 00:55:00",92.83,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",HUMEV,"2019/05/16 01:00:00",40.85,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",HUMEV,"2019/05/16 01:05:00",109.1,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",HUMEV,"2019/05/16 01:10:00",50.95,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",HUMEV,"2019/05/16 01:15:00",50.94,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",HUMEV,"2019/05/16 01:20:00",50.94,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",JBUTTERS,"2019/05/16 00:25:00",4.1,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",JBUTTERS,"2019/05/16 00:30:00",4.12,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",LI_WY_CA,"2019/05/16 00:25:00",20.52,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",LI_WY_CA,"2019/05/16 00:30:00",20.62,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",LI_WY_CA,"2019/05/16 00:40:00",16.76,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",LI_WY_CA,"2019/05/16 00:45:00",24.07,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",LI_WY_CA,"2019/05/16 00:50:00",24.59,2,"2019/05/16 00:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 00:25:00",LI_WY_CA,"2019/05/16 00:55:00",17.61,2,"2019/05/16 00:20:25"
