C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,18:35:35,0000000307963837,P5MIN,0000000307963834
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 18:40:00","2019/05/16 18:40:00",0,-290703594.8860,0,0,0,0,0,0,,,,,0,0,0,0,"2019/05/16 18:35:24"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 18:40:00",GORDON,"2019/05/16 18:40:00",-15.66,2,"2019/05/16 18:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 18:40:00",GORDON,"2019/05/16 18:45:00",-15.91,2,"2019/05/16 18:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 18:40:00",GORDON,"2019/05/16 18:50:00",-13.71,2,"2019/05/16 18:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 18:40:00",GORDON,"2019/05/16 18:55:00",-10.66,2,"2019/05/16 18:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 18:40:00",GORDON,"2019/05/16 19:00:00",-9.46,2,"2019/05/16 18:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 18:40:00",GORDON,"2019/05/16 19:05:00",-23.61,2,"2019/05/16 18:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 18:40:00",GORDON,"2019/05/16 19:10:00",-17.66,2,"2019/05/16 18:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 18:40:00",GORDON,"2019/05/16 19:15:00",-13.69,2,"2019/05/16 18:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 18:40:00",GORDON,"2019/05/16 19:20:00",-12.85,2,"2019/05/16 18:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 18:40:00",GORDON,"2019/05/16 19:25:00",-12.85,2,"2019/05/16 18:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 18:40:00",GORDON,"2019/05/16 19:30:00",-12.61,2,"2019/05/16 18:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 18:40:00",GORDON,"2019/05/16 19:35:00",-13.37,2,"2019/05/16 18:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 18:40:00",LI_WY_CA,"2019/05/16 18:40:00",-15.66,2,"2019/05/16 18:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 18:40:00",LI_WY_CA,"2019/05/16 18:45:00",-15.91,2,"2019/05/16 18:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 18:40:00",LI_WY_CA,"2019/05/16 18:50:00",-13.71,2,"2019/05/16 18:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 18:40:00",LI_WY_CA,"2019/05/16 18:55:00",-10.66,2,"2019/05/16 18:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 18:40:00",LI_WY_CA,"2019/05/16 19:00:00",-9.46,2,"2019/05/16 18:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 18:40:00",LI_WY_CA,"2019/05/16 19:05:00",-23.61,2,"2019/05/16 18:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 18:40:00",LI_WY_CA,"2019/05/16 19:10:00",-17.66,2,"2019/05/16 18:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 18:40:00",LI_WY_CA,"2019/05/16 19:15:00",-13.69,2,"2019/05/16 18:35:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 18:40:00",LI_WY_CA,"2019/05/16 19:20:00",-12.85,2,"2019/05/16 18:35:24"
