C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,09:20:35,0000000307947419,P5MIN,0000000307947416
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 09:25:00","2019/05/16 09:25:00",0,-324523097.5410,0,0,0,0,0,0,,,,,0,0,0,0,"2019/05/16 09:20:25"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:25:00",BLOWERNG,"2019/05/16 09:25:00",0.55,1,"2019/05/16 09:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:25:00",BLOWERNG,"2019/05/16 09:30:00",0.42,1,"2019/05/16 09:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:25:00",BLOWERNG,"2019/05/16 09:40:00",0.8,1,"2019/05/16 09:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:25:00",BLOWERNG,"2019/05/16 09:45:00",0.67,1,"2019/05/16 09:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:25:00",BLOWERNG,"2019/05/16 09:50:00",0.63,1,"2019/05/16 09:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:25:00",BLOWERNG,"2019/05/16 09:55:00",0.4,1,"2019/05/16 09:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:25:00",BLOWERNG,"2019/05/16 10:00:00",0.4,1,"2019/05/16 09:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:25:00",BOCORWF1,"2019/05/16 09:25:00",0.55,1,"2019/05/16 09:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:25:00",BOCORWF1,"2019/05/16 09:30:00",0.42,1,"2019/05/16 09:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:25:00",BOCORWF1,"2019/05/16 09:40:00",0.8,1,"2019/05/16 09:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:25:00",BOCORWF1,"2019/05/16 09:45:00",0.67,1,"2019/05/16 09:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:25:00",BOCORWF1,"2019/05/16 09:50:00",0.63,1,"2019/05/16 09:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:25:00",BOCORWF1,"2019/05/16 09:55:00",0.4,1,"2019/05/16 09:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:25:00",BOCORWF1,"2019/05/16 10:00:00",0.4,1,"2019/05/16 09:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:25:00",BROKENH1,"2019/05/16 09:25:00",6.59,1,"2019/05/16 09:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:25:00",BROKENH1,"2019/05/16 09:30:00",5.03,1,"2019/05/16 09:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:25:00",BROKENH1,"2019/05/16 09:40:00",9.59,1,"2019/05/16 09:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:25:00",BROKENH1,"2019/05/16 09:45:00",7.99,1,"2019/05/16 09:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:25:00",BROKENH1,"2019/05/16 09:50:00",7.49,1,"2019/05/16 09:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:25:00",BROKENH1,"2019/05/16 09:55:00",4.76,1,"2019/05/16 09:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:25:00",BROKENH1,"2019/05/16 10:00:00",4.78,1,"2019/05/16 09:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:25:00",COLEASF1,"2019/05/16 09:25:00",0.55,1,"2019/05/16 09:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:25:00",COLEASF1,"2019/05/16 09:30:00",0.42,1,"2019/05/16 09:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:25:00",COLEASF1,"2019/05/16 09:40:00",0.8,1,"2019/05/16 09:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:25:00",COLEASF1,"2019/05/16 09:45:00",0.67,1,"2019/05/16 09:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:25:00",COLEASF1,"2019/05/16 09:50:00",0.63,1,"2019/05/16 09:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:25:00",COLEASF1,"2019/05/16 09:55:00",0.4,1,"2019/05/16 09:20:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 09:25:00",COLEASF1,"2019/05/16 10:00:00",0.4,1,"2019/05/16 09:20:25"
