C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,07:15:37,0000000307942961,P5MIN,0000000307942958
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 07:20:00","2019/05/16 07:20:00",0,1026541520.9260,0,0,0,0,0,124.11,,,,,0,0,0,0,"2019/05/16 07:15:26"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 07:20:00",GORDON,"2019/05/16 07:20:00",-42.24,2,"2019/05/16 07:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 07:20:00",GORDON,"2019/05/16 07:25:00",-41.88,2,"2019/05/16 07:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 07:20:00",GORDON,"2019/05/16 07:30:00",-42.24,2,"2019/05/16 07:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 07:20:00",GORDON,"2019/05/16 07:35:00",-0.02,2,"2019/05/16 07:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 07:20:00",GORDON,"2019/05/16 07:40:00",-3.49,2,"2019/05/16 07:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 07:20:00",GORDON,"2019/05/16 07:45:00",-9.17,2,"2019/05/16 07:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 07:20:00",GORDON,"2019/05/16 07:50:00",-4.48,2,"2019/05/16 07:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 07:20:00",GORDON,"2019/05/16 07:55:00",-0.04,2,"2019/05/16 07:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 07:20:00",GORDON,"2019/05/16 08:00:00",-0.02,2,"2019/05/16 07:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 07:20:00",GORDON,"2019/05/16 08:05:00",-16.42,2,"2019/05/16 07:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 07:20:00",GORDON,"2019/05/16 08:10:00",-16.72,2,"2019/05/16 07:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 07:20:00",GORDON,"2019/05/16 08:15:00",-13.16,2,"2019/05/16 07:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 07:20:00",LI_WY_CA,"2019/05/16 07:20:00",-42.24,2,"2019/05/16 07:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 07:20:00",LI_WY_CA,"2019/05/16 07:25:00",-41.88,2,"2019/05/16 07:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 07:20:00",LI_WY_CA,"2019/05/16 07:30:00",-42.24,2,"2019/05/16 07:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 07:20:00",LI_WY_CA,"2019/05/16 07:35:00",-0.02,2,"2019/05/16 07:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 07:20:00",LI_WY_CA,"2019/05/16 07:40:00",-3.49,2,"2019/05/16 07:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 07:20:00",LI_WY_CA,"2019/05/16 07:45:00",-9.17,2,"2019/05/16 07:15:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 07:20:00",LI_WY_CA,"2019/05/16 07:50:00",-4.48,2,"2019/05/16 07:15:26"
