C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,10:45:36,0000000307950066,P5MIN,0000000307950063
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 10:50:00","2019/05/16 10:50:00",0,15051196213.41,0,0,0,0,0,1431.666,,,,,0,0,0,0,"2019/05/16 10:45:25"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",GORDON,"2019/05/16 10:50:00",17.65,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",GORDON,"2019/05/16 10:55:00",17.65,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",GORDON,"2019/05/16 11:00:00",17.65,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",GORDON,"2019/05/16 11:05:00",18.1,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",GORDON,"2019/05/16 11:10:00",18.37,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",GORDON,"2019/05/16 11:15:00",20.11,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",GORDON,"2019/05/16 11:20:00",18.79,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",GORDON,"2019/05/16 11:25:00",18.13,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",GORDON,"2019/05/16 11:30:00",18.13,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",GORDON,"2019/05/16 11:35:00",17.82,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",GORDON,"2019/05/16 11:40:00",17.82,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",GORDON,"2019/05/16 11:45:00",17.82,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",LI_WY_CA,"2019/05/16 10:50:00",17.65,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",LI_WY_CA,"2019/05/16 10:55:00",17.65,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",LI_WY_CA,"2019/05/16 11:00:00",17.65,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",LI_WY_CA,"2019/05/16 11:05:00",18.1,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",LI_WY_CA,"2019/05/16 11:10:00",18.37,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",LI_WY_CA,"2019/05/16 11:15:00",20.11,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",LI_WY_CA,"2019/05/16 11:20:00",18.79,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",LI_WY_CA,"2019/05/16 11:25:00",18.13,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",LI_WY_CA,"2019/05/16 11:30:00",18.13,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",LI_WY_CA,"2019/05/16 11:35:00",17.82,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",LI_WY_CA,"2019/05/16 11:40:00",17.82,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",LI_WY_CA,"2019/05/16 11:45:00",17.82,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",LK_ECHO,"2019/05/16 10:50:00",17.65,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",LK_ECHO,"2019/05/16 10:55:00",17.65,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",LK_ECHO,"2019/05/16 11:00:00",17.65,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",LK_ECHO,"2019/05/16 11:05:00",18.1,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",LK_ECHO,"2019/05/16 11:10:00",18.37,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",LK_ECHO,"2019/05/16 11:15:00",20.11,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",LK_ECHO,"2019/05/16 11:20:00",18.79,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",LK_ECHO,"2019/05/16 11:25:00",18.13,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",LK_ECHO,"2019/05/16 11:30:00",18.13,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",LK_ECHO,"2019/05/16 11:35:00",17.82,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",LK_ECHO,"2019/05/16 11:40:00",17.82,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",LK_ECHO,"2019/05/16 11:45:00",17.82,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",MEADOWBK,"2019/05/16 10:50:00",17.65,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",MEADOWBK,"2019/05/16 10:55:00",17.65,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",MEADOWBK,"2019/05/16 11:00:00",17.65,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",MEADOWBK,"2019/05/16 11:05:00",18.1,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",MEADOWBK,"2019/05/16 11:10:00",18.37,2,"2019/05/16 10:45:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 10:50:00",MEADOWBK,"2019/05/16 11:15:00",20.11,2,"2019/05/16 10:45:25"
