C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,19:25:35,0000000307965430,P5MIN,0000000307965427
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 19:30:00","2019/05/16 19:30:00",0,-261979448.9060,0,0,0,0,0,0,,,,,0,0,0,0,"2019/05/16 19:25:25"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 19:30:00",GORDON,"2019/05/16 19:30:00",-12.85,2,"2019/05/16 19:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 19:30:00",GORDON,"2019/05/16 19:35:00",-14.16,2,"2019/05/16 19:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 19:30:00",GORDON,"2019/05/16 19:40:00",-15.51,2,"2019/05/16 19:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 19:30:00",GORDON,"2019/05/16 19:45:00",-17.16,2,"2019/05/16 19:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 19:30:00",GORDON,"2019/05/16 19:50:00",-17.66,2,"2019/05/16 19:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 19:30:00",GORDON,"2019/05/16 19:55:00",-17.66,2,"2019/05/16 19:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 19:30:00",GORDON,"2019/05/16 20:00:00",-15.81,2,"2019/05/16 19:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 19:30:00",GORDON,"2019/05/16 20:05:00",6.2,2,"2019/05/16 19:25:25"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 19:30:00",LI_WY_CA,"2019/05/16 19:30:00",-12.85,2,"2019/05/16 19:25:25"
