C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,04:55:35,0000000307939447,P5MIN,0000000307939444
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 05:00:00","2019/05/16 05:00:00",0,1192255957.4910,0,0,0,0,0,139.12,,,,,0,0,0,0,"2019/05/16 04:55:24"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",BLOWERNG,"2019/05/16 05:15:00",1.1,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",BLOWERNG,"2019/05/16 05:20:00",1.1,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",BLOWERNG,"2019/05/16 05:25:00",1.2,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",BLOWERNG,"2019/05/16 05:30:00",1.05,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",BLOWERNG,"2019/05/16 05:40:00",0.93,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",BLOWERNG,"2019/05/16 05:45:00",0.95,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",BLOWERNG,"2019/05/16 05:50:00",0.37,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",BLOWERNG,"2019/05/16 05:55:00",0.47,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",BOCORWF1,"2019/05/16 05:15:00",1.1,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",BOCORWF1,"2019/05/16 05:20:00",1.1,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",BOCORWF1,"2019/05/16 05:25:00",1.2,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",BOCORWF1,"2019/05/16 05:30:00",1.05,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",BOCORWF1,"2019/05/16 05:40:00",0.93,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",BOCORWF1,"2019/05/16 05:45:00",0.95,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",BOCORWF1,"2019/05/16 05:50:00",0.37,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",BOCORWF1,"2019/05/16 05:55:00",0.47,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",BROKENH1,"2019/05/16 05:15:00",13.17,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",BROKENH1,"2019/05/16 05:20:00",13.17,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",BROKENH1,"2019/05/16 05:25:00",14.31,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",BROKENH1,"2019/05/16 05:30:00",12.57,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",BROKENH1,"2019/05/16 05:40:00",11.06,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",BROKENH1,"2019/05/16 05:45:00",11.35,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",BROKENH1,"2019/05/16 05:50:00",4.42,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",BROKENH1,"2019/05/16 05:55:00",5.65,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",COLEASF1,"2019/05/16 05:15:00",1.1,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",COLEASF1,"2019/05/16 05:20:00",1.1,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",COLEASF1,"2019/05/16 05:25:00",1.2,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",COLEASF1,"2019/05/16 05:30:00",1.05,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",COLEASF1,"2019/05/16 05:40:00",0.93,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",COLEASF1,"2019/05/16 05:45:00",0.95,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",COLEASF1,"2019/05/16 05:50:00",0.37,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",COLEASF1,"2019/05/16 05:55:00",0.47,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",CROOKWF2,"2019/05/16 05:15:00",1.1,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",CROOKWF2,"2019/05/16 05:20:00",1.1,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",CROOKWF2,"2019/05/16 05:25:00",1.2,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",CROOKWF2,"2019/05/16 05:30:00",1.05,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",CROOKWF2,"2019/05/16 05:40:00",0.93,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",CROOKWF2,"2019/05/16 05:45:00",0.95,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",CROOKWF2,"2019/05/16 05:50:00",0.37,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",CROOKWF2,"2019/05/16 05:55:00",0.47,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",DARTM1,"2019/05/16 05:15:00",-4.75,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",DARTM1,"2019/05/16 05:20:00",-4.75,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",DARTM1,"2019/05/16 05:25:00",-5.17,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",DARTM1,"2019/05/16 05:30:00",-4.54,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",DARTM1,"2019/05/16 05:40:00",-3.99,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",DARTM1,"2019/05/16 05:45:00",-4.1,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",DARTM1,"2019/05/16 05:50:00",-1.6,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",DARTM1,"2019/05/16 05:55:00",-2.04,1,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",GORDON,"2019/05/16 05:00:00",27.65,2,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",GORDON,"2019/05/16 05:05:00",27.63,2,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",GORDON,"2019/05/16 05:10:00",20.1,2,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",GORDON,"2019/05/16 05:15:00",15.16,2,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",GORDON,"2019/05/16 05:20:00",15.16,2,"2019/05/16 04:55:24"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 05:00:00",GORDON,"2019/05/16 05:25:00",13.79,2,"2019/05/16 04:55:24"
