C,NEMP.WORLD,P5MIN,AEMO,PUBLIC,2019/05/16,03:30:38,0000000307937148,P5MIN,0000000307937145
I,P5MIN,CASESOLUTION,2,RUN_DATETIME,STARTINTERVAL_DATETIME,INTERVENTION,TOTALOBJECTIVE,NONPHYSICALLOSSES,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,LASTCHANGED
D,P5MIN,CASESOLUTION,2,"2019/05/16 03:35:00","2019/05/16 03:35:00",0,-310500455.63,0,0,0,0,0,0,,,,,0,0,0,0,"2019/05/16 03:30:26"
I,P5MIN,LOCAL_PRICE,1,RUN_DATETIME,DUID,INTERVAL_DATETIME,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:35:00",GORDON,"2019/05/16 03:35:00",23.3,2,"2019/05/16 03:30:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:35:00",GORDON,"2019/05/16 03:40:00",24.9,2,"2019/05/16 03:30:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:35:00",GORDON,"2019/05/16 03:45:00",24.95,2,"2019/05/16 03:30:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:35:00",GORDON,"2019/05/16 03:50:00",24.89,2,"2019/05/16 03:30:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:35:00",GORDON,"2019/05/16 03:55:00",24.85,2,"2019/05/16 03:30:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:35:00",GORDON,"2019/05/16 04:00:00",20.17,2,"2019/05/16 03:30:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:35:00",JBUTTERS,"2019/05/16 03:35:00",2.74,2,"2019/05/16 03:30:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:35:00",JBUTTERS,"2019/05/16 03:40:00",2.93,2,"2019/05/16 03:30:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:35:00",JBUTTERS,"2019/05/16 03:45:00",2.94,2,"2019/05/16 03:30:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:35:00",JBUTTERS,"2019/05/16 03:50:00",2.93,2,"2019/05/16 03:30:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:35:00",JBUTTERS,"2019/05/16 03:55:00",2.92,2,"2019/05/16 03:30:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:35:00",JBUTTERS,"2019/05/16 04:00:00",2.37,2,"2019/05/16 03:30:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:35:00",LI_WY_CA,"2019/05/16 03:35:00",13.71,2,"2019/05/16 03:30:26"
D,P5MIN,LOCAL_PRICE,1,"2019/05/16 03:35:00",LI_WY_CA,"2019/05/16 03:40:00",14.65,2,"2019/05/16 03:30:26"
