C,SETP.WORLD,TER_DAILY,AEMO,PUBLIC,2019/04/29,08:00:01,0000000307280891,,0000000307280891
I,EMSLIMITS,LIM_ALTLIM,1,"SITE ID","EQUIPMENT TYPE","EQUIPMENT ID","REGION ID","RATING LEVEL","ALTERNATE VALUE ID",RATING,"RATING TYPE","SPD ID","EFFECTIVE FROM","EFFECTIVE TO"
D,EMSLIMITS,LIM_ALTLIM,1,ARMIDALE,LINE,965,NSW1,LDSH,N_AUT/SPR_D,138,STATIC,NRAT15_ARKS965,"2011/08/18 12:35:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,ARMIDALE,LINE,965,NSW1,LDSH,N_AUT/SPR_N,150,STATIC,NRAT15_ARKS965,"2011/08/18 12:35:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,ARMIDALE,LINE,965,NSW1,LDSH,N_SUM_D,135,STATIC,NRAT15_ARKS965,"2011/08/18 12:35:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,ARMIDALE,LINE,965,NSW1,LDSH,N_SUM_N,142,STATIC,NRAT15_ARKS965,"2011/08/18 12:35:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,ARMIDALE,LINE,965,NSW1,LDSH,N_WIN_D,139,STATIC,NRAT15_ARKS965,"2011/08/18 12:35:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,ARMIDALE,LINE,965,NSW1,LDSH,N_WIN_N,152,STATIC,NRAT15_ARKS965,"2011/08/18 12:35:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,ARMIDALE,LINE,85,NSW1,LDSH,N_AUTSPR_D_D,1064,DYNAMIC,NRAT15_ARTW85,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,ARMIDALE,LINE,85,NSW1,LDSH,N_AUTSPR_N_D,1156,DYNAMIC,NRAT15_ARTW85,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,ARMIDALE,LINE,85,NSW1,LDSH,N_SUM_D_D,1002,DYNAMIC,NRAT15_ARTW85,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,ARMIDALE,LINE,85,NSW1,LDSH,N_SUM_N_D,1123,DYNAMIC,NRAT15_ARTW85,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,ARMIDALE,LINE,85,NSW1,LDSH,N_WIN_D_D,1175,DYNAMIC,NRAT15_ARTW85,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,ARMIDALE,LINE,85,NSW1,LDSH,N_WIN_N_D,1190,DYNAMIC,NRAT15_ARTW85,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,ARMIDALE,LINE,86,NSW1,LDSH,N_AUTSPR_D_D,1097,DYNAMIC,NRAT15_ARTW86,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,ARMIDALE,LINE,86,NSW1,LDSH,N_AUTSPR_N_D,1143,DYNAMIC,NRAT15_ARTW86,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,ARMIDALE,LINE,86,NSW1,LDSH,N_SUM_D_D,1057,DYNAMIC,NRAT15_ARTW86,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,ARMIDALE,LINE,86,NSW1,LDSH,N_SUM_N_D,1133,DYNAMIC,NRAT15_ARTW86,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,ARMIDALE,LINE,86,NSW1,LDSH,N_WIN_D_D,1143,DYNAMIC,NRAT15_ARTW86,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,ARMIDALE,LINE,86,NSW1,LDSH,N_WIN_N_D,1143,DYNAMIC,NRAT15_ARTW86,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,BAYSWATR,LINE,33,NSW1,LDSH,N_AUT/SPR_D,1428,STATIC,NRAT15_BWLD33,"2013/03/25 13:20:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,BAYSWATR,LINE,33,NSW1,LDSH,N_AUT/SPR_N,1428,STATIC,NRAT15_BWLD33,"2013/03/25 13:20:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,BAYSWATR,LINE,33,NSW1,LDSH,N_SUM_D,1428,STATIC,NRAT15_BWLD33,"2013/03/25 13:20:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,BAYSWATR,LINE,33,NSW1,LDSH,N_SUM_N,1428,STATIC,NRAT15_BWLD33,"2013/03/25 13:20:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,BAYSWATR,LINE,33,NSW1,LDSH,N_WIN_D,1428,STATIC,NRAT15_BWLD33,"2013/03/25 13:20:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,BAYSWATR,LINE,33,NSW1,LDSH,N_WIN_N,1428,STATIC,NRAT15_BWLD33,"2013/03/25 13:20:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,BAYSWATR,LINE,34,NSW1,LDSH,N_AUT/SPR_D,1428,STATIC,NRAT15_BWLD34,"2013/03/25 13:20:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,BAYSWATR,LINE,34,NSW1,LDSH,N_AUT/SPR_N,1428,STATIC,NRAT15_BWLD34,"2013/03/25 13:20:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,BAYSWATR,LINE,34,NSW1,LDSH,N_SUM_D,1428,STATIC,NRAT15_BWLD34,"2013/03/25 13:20:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,BAYSWATR,LINE,34,NSW1,LDSH,N_SUM_N,1428,STATIC,NRAT15_BWLD34,"2013/03/25 13:20:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,BAYSWATR,LINE,34,NSW1,LDSH,N_WIN_D,1428,STATIC,NRAT15_BWLD34,"2013/03/25 13:20:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,BAYSWATR,LINE,34,NSW1,LDSH,N_WIN_N,1428,STATIC,NRAT15_BWLD34,"2013/03/25 13:20:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,BANNABY,LINE,61,NSW1,LDSH,N_AUTSPR_D_D,1109,DYNAMIC,NRAT15_BYCR61,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,BANNABY,LINE,61,NSW1,LDSH,N_AUTSPR_N_D,1175,DYNAMIC,NRAT15_BYCR61,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,BANNABY,LINE,61,NSW1,LDSH,N_SUM_D_D,1090,DYNAMIC,NRAT15_BYCR61,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,BANNABY,LINE,61,NSW1,LDSH,N_SUM_N_D,1128,DYNAMIC,NRAT15_BYCR61,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,BANNABY,LINE,61,NSW1,LDSH,N_WIN_D_D,1223,DYNAMIC,NRAT15_BYCR61,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,BANNABY,LINE,61,NSW1,LDSH,N_WIN_N_D,1270,DYNAMIC,NRAT15_BYCR61,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,BANNABY,LINE,39,NSW1,LDSH,N_AUTSPR_D_D,1074,DYNAMIC,NRAT15_BYSW39,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,BANNABY,LINE,39,NSW1,LDSH,N_AUTSPR_N_D,1120,DYNAMIC,NRAT15_BYSW39,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,BANNABY,LINE,39,NSW1,LDSH,N_SUM_D_D,995,DYNAMIC,NRAT15_BYSW39,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,BANNABY,LINE,39,NSW1,LDSH,N_SUM_N_D,1106,DYNAMIC,NRAT15_BYSW39,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,BANNABY,LINE,39,NSW1,LDSH,N_WIN_D_D,1185,DYNAMIC,NRAT15_BYSW39,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,BANNABY,LINE,39,NSW1,LDSH,N_WIN_N_D,1226,DYNAMIC,NRAT15_BYSW39,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,CANBERRA,LINE,6,NSW1,LDSH,N_AUT/SPR_D,1074,STATIC,NRAT15_CNCW6,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,CANBERRA,LINE,6,NSW1,LDSH,N_AUT/SPR_N,1080,STATIC,NRAT15_CNCW6,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,CANBERRA,LINE,6,NSW1,LDSH,N_SUM_D,1011,STATIC,NRAT15_CNCW6,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,CANBERRA,LINE,6,NSW1,LDSH,N_SUM_N,1080,STATIC,NRAT15_CNCW6,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,CANBERRA,LINE,6,NSW1,LDSH,N_WIN_D,1080,STATIC,NRAT15_CNCW6,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,CANBERRA,LINE,6,NSW1,LDSH,N_WIN_N,1080,STATIC,NRAT15_CNCW6,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,CANBERRA,LINE,9,NSW1,LDSH,N_AUTSPR_D_D,1074,DYNAMIC,NRAT15_CNYS9,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,CANBERRA,LINE,9,NSW1,LDSH,N_AUTSPR_N_D,1120,DYNAMIC,NRAT15_CNYS9,"2019/02/21 09:45:00","9999/12/31 00:00:00"
D,EMSLIMITS,LIM_ALTLIM,1,CANBERRA,LINE,9,NSW1,LDSH,N_SUM_D_D,1011,DYNAMIC,NRAT15_CNYS9,"2019/02/21 09:45:00","9999/12/31 00:00:00"
